input_name,input_lat,input_lon,station_name,station_id,prec_no,block_no,kubun,distance_km,period,data_days,alltime_max_wind,alltime_max_wind_date,alltime_max_wind_dir,alltime_max_wind_period,alltime_max_gust,alltime_max_gust_date,alltime_max_gust_dir,alltime_max_gust_period
ユシロ,35.3431572,139.5276797,横浜,46106,46,47670,s,15.44,直近30年,10958,37.4,1938/9/1,北東,1896/8 2026/4,48.7,1938/9/1,北東,1938/1 2026/4
